,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,Kuala Terengganu,5.3302,103.1408,28.97,79,20,2.68,MY,1651974130
357,Yokadouma,3.5167,15.05,20.72,94,98,0.2,CM,1651974131
358,Lenoir City,35.7973,-84.256,15.13,87,100,1.34,US,1651974132
359,Beloha,-25.1667,45.05,19.67,88,37,1.2,MG,1651974132
360,Atherton,53.5237,-2.4935,10.97,74,100,1.46,GB,1651974133
361,Acaraú,-2.8856,-40.12,25.25,88,93,5.02,BR,1651974133
362,Luganville,-15.5333,167.1667,27.7,71,43,7.07,VU,1651974134
363,Kilindoni,-7.9139,39.6668,27.43,73,31,8.16,TZ,1651974135
364,Faanui,-16.4833,-151.75,27.93,73,11,3.31,PF,1651974136
365,Lagoa,39.05,-27.9833,15.51,70,91,2.83,PT,1651974136
366,Namatanai,-3.6667,152.4333,29.92,67,34,5.71,PG,1651974137
367,Atar,20.5169,-13.0499,30.33,12,14,3.02,MR,1651974137
368,Bitung,1.4451,125.1824,32.47,74,64,1.85,ID,1651974138
369,Craig,40.5153,-107.5464,8.97,81,100,1.54,US,1651974139
370,Antalaha,-14.9003,50.2788,23.04,91,47,2.35,MG,1651974139
371,Tomari,47.7658,142.0683,1.82,99,100,7.3,RU,1651974140
372,Samarai,-10.6167,150.6667,29.08,75,32,6.17,PG,1651974141
373,Myre,69.1036,15.9492,1.97,60,100,9.62,NO,1651974141
374,Churapcha,62.0025,132.4325,4.97,87,100,4.46,RU,1651974142
375,Iskateley,67.6803,53.1512,1.99,100,100,5.88,RU,1651974142
376,Departamento de Maldonado,-34.6667,-54.9167,15.68,89,5,2.49,UY,1651974130
377,Cradock,-32.1642,25.6192,11.11,88,100,4.03,ZA,1651974143
378,Jaciara,-15.9653,-54.9683,17.81,51,0,0.88,BR,1651974144
379,Mujiayingzi,42.1167,118.7833,12.56,27,100,1.01,CN,1651974145
380,San Ignacio Río Muerto,27.4167,-110.2333,27.74,36,0,4.33,MX,1651974145
381,Esso,55.9333,158.7,5.8,70,18,1.74,RU,1651974146
382,Sergach,55.5308,45.4661,5.23,71,12,3.44,RU,1651974147
383,Itaituba,-4.2761,-55.9836,25.09,100,20,0.0,BR,1651974147
384,Vila do Maio,15.1333,-23.2167,22.44,83,12,9.13,CV,1651974148
385,Saint-François,46.4154,3.9054,9.82,93,0,1.54,FR,1651974149
386,Forsytheganj,52.6333,29.7333,7.56,96,54,2.32,BY,1651974149
387,Øksfjord,70.2396,22.3479,2.04,92,100,7.41,NO,1651974150
388,Grindavik,63.8424,-22.4338,7.26,100,100,12.35,IS,1651974151
389,Narón,43.5167,-8.1528,14.45,75,92,3.11,ES,1651974151
390,Manicoré,-5.8092,-61.3003,22.44,99,99,0.46,BR,1651974152
391,Muros,42.7762,-9.0603,13.24,84,89,2.56,ES,1651974152
392,Pitimbu,-7.4706,-34.8086,24.33,83,94,3.09,BR,1651974153
393,Najrān,17.4924,44.1277,23.36,42,21,1.67,SA,1651974154
394,Mucurapo,10.6667,-61.5333,26.65,80,97,3.99,TT,1651974154
395,Maţāy,28.419,30.7792,21.19,28,91,3.27,EG,1651974155
396,Fort Nelson,58.8053,-122.7002,4.77,75,100,6.17,CA,1651974006
397,Inhambane,-23.865,35.3833,21.1,84,0,1.64,MZ,1651974156
398,Pochutla,15.7432,-96.4661,28.23,64,100,1.8,MX,1651974156
399,Ust-Maya,60.4167,134.5333,6.47,82,100,2.3,RU,1651974157
400,Sabang,5.8933,95.3214,27.79,77,100,3.54,ID,1651974157
401,Leh,34.1667,77.5833,8.76,43,100,2.06,IN,1651974158
402,Elliot Lake,46.3834,-82.6331,5.06,60,34,0.44,CA,1651974136
403,Troitskoye,52.9821,84.6757,4.47,30,0,3.97,RU,1651974159
404,Wanlaweyn,2.6185,44.8938,24.66,87,13,4.56,SO,1651974160
405,Emerald,-23.5333,148.1667,19.08,52,40,7.72,AU,1651974160
406,Mahibadhoo,3.7833,72.9667,29.1,75,100,5.85,MV,1651974161
407,Doctor Juan León Mallorquín,-25.4,-55.2667,18.85,91,99,1.16,PY,1651974161
408,Zhangye,38.9342,100.4517,14.96,39,90,4.96,CN,1651974162
409,Tongchuanshi,35.0806,109.0897,16.66,64,69,2.38,CN,1651974163
410,Três Lagoas,-20.7511,-51.6783,15.85,73,0,2.78,BR,1651973892
411,Vardø,70.3705,31.1107,1.99,80,100,11.83,NO,1651974164
412,Papara,-3.9839,-38.7273,25.22,96,100,1.52,BR,1651974165
413,Kushima,31.4583,131.2333,23.62,64,100,3.01,JP,1651974165
414,Huangmei,30.1924,116.025,21.56,78,99,4.18,CN,1651974166
415,Yazd,31.8972,54.3675,20.06,37,75,2.06,IR,1651974167
416,Epe,6.5841,3.9834,24.95,92,100,1.14,NG,1651974168
417,Sangar,63.9242,127.4739,0.5,89,100,8.11,RU,1651974169
418,Chokwé,-24.5333,32.9833,18.11,82,1,1.35,MZ,1651974169
419,Magadan,59.5667,150.8,0.53,94,100,1.82,RU,1651974170
420,Labuhan,-6.8844,112.2051,28.92,76,75,2.39,ID,1651974170
421,La Peca,-5.6111,-78.435,20.18,88,60,1.69,PE,1651974171
422,Omboué,-1.5746,9.2618,24.52,89,100,1.74,GA,1651974172
423,Nekrasovka,48.3525,135.2325,13.01,38,40,8.0,RU,1651974172
424,San Fernando del Valle de Catamarca,-28.4696,-65.7852,18.66,62,50,6.02,AR,1651974173
425,Guerrero Negro,27.9769,-114.0611,16.22,84,0,8.9,MX,1651974173
426,Kailua,21.4022,-157.7394,28.99,71,75,5.66,US,1651974174
427,Roald,62.5833,6.1333,4.86,70,100,3.09,NO,1651974175
428,Uthal,25.8072,66.6219,27.03,75,0,0.92,PK,1651974175
429,Balabac,7.9868,117.0645,29.4,74,100,4.32,PH,1651974176
430,Colares,38.7992,-9.4469,19.55,51,29,0.89,PT,1651974176
431,Mareeba,-17.0,145.4333,24.16,92,100,2.49,AU,1651974177
432,Campbell River,50.0163,-125.2446,10.25,87,75,2.57,CA,1651974006
433,Umm Kaddadah,13.6017,26.6876,25.43,9,100,7.47,SD,1651974178
434,Caravelas,-17.7125,-39.2481,23.35,87,95,4.76,BR,1651974178
435,Edd,13.9297,41.6925,28.22,76,90,2.21,ER,1651974179
436,Haines Junction,60.7522,-137.5108,4.97,81,93,2.06,CA,1651974180
437,Xining,36.6167,101.7667,7.67,76,100,1.88,CN,1651974180
438,Tateyama,34.9833,139.8667,15.82,81,100,5.22,JP,1651974181
439,Santa Inês,-3.6667,-45.38,23.71,96,99,1.42,BR,1651974182
440,Sambava,-14.2667,50.1667,22.71,91,31,3.66,MG,1651974182
441,Bac Lieu,9.285,105.7244,28.63,76,100,5.66,VN,1651974183
442,Durant,33.994,-96.3708,25.29,74,40,4.63,US,1651974183
443,Masuguru,-11.3667,38.4167,20.28,96,43,1.24,TZ,1651974184
444,Oak Ridge,36.0104,-84.2696,14.47,80,100,1.89,US,1651974103
445,Barinas,8.6226,-70.2075,24.02,100,94,0.51,VE,1651974185
446,Naga,13.6192,123.1814,32.02,57,20,2.29,PH,1651974186
447,Benton Harbor,42.1167,-86.4542,13.66,49,0,0.0,US,1651974186
448,Acajutla,13.5928,-89.8275,27.89,75,14,0.93,SV,1651974188
449,Ljungby,56.8332,13.9408,6.23,82,99,1.5,SE,1651974189
450,Balakhninskiy,58.0106,114.2769,6.0,91,100,3.48,RU,1651974189
451,Freeport,40.6576,-73.5832,9.42,69,100,8.75,US,1651974034
452,Sobolevo,54.4299,31.8996,8.49,92,98,3.37,RU,1651974191
453,Bocsig,46.4167,21.95,11.95,91,100,2.12,RO,1651974191
454,Pimentel,-6.8367,-79.9342,18.54,87,2,6.42,PE,1651974192
455,Lexington,37.9887,-84.4777,13.0,93,100,2.06,US,1651974041
456,Takaka,-40.85,172.8,18.09,60,100,4.19,NZ,1651974193
457,Hanchuan,30.65,113.7667,22.06,64,96,3.58,CN,1651974194
458,Sibolga,1.7427,98.7792,27.1,81,100,0.49,ID,1651974195
459,Makat,47.6469,53.3463,11.23,50,100,10.7,KZ,1651974196
460,Saldanha,-33.0117,17.9442,10.03,84,0,6.28,ZA,1651974196
461,San Clemente,33.427,-117.612,20.44,82,50,5.36,US,1651974191
462,Skibbereen,51.55,-9.2667,12.84,91,15,1.77,IE,1651974198
463,Puerto Escondido,15.85,-97.0667,27.46,74,40,0.0,MX,1651974198
464,Mormugao,15.4,73.8,27.59,83,75,3.09,IN,1651974199
465,Mill Valley,37.906,-122.545,18.82,71,61,6.71,US,1651974200
466,Yuli,9.6989,10.2744,27.62,68,100,3.58,NG,1651974200
467,Lovasberény,47.31,18.5518,11.79,77,100,1.35,HU,1651974201
468,Tadine,-21.55,167.8833,24.92,60,17,6.64,NC,1651974202
469,Ostrovnoy,68.0531,39.5131,0.96,80,98,6.57,RU,1651974202
470,Taunggyi,20.7833,97.0333,20.23,81,99,1.52,MM,1651974203
471,San Miguelito,9.0333,-79.5,27.83,88,40,1.54,PA,1651974203
472,Huaibei,33.9744,116.7917,20.26,45,49,5.21,CN,1651974204
473,Ixtapa,20.7,-105.2,25.13,78,0,4.12,MX,1651974205
474,Jingjiang,32.0142,120.2625,20.56,56,7,4.0,CN,1651974205
475,Mazagão,-0.115,-51.2894,27.03,97,100,1.42,BR,1651974206
476,Conakry,9.538,-13.6773,26.63,83,59,2.25,GN,1651974207
477,Asaba,6.2006,6.7338,24.5,94,53,1.2,NG,1651974207
478,Fenoarivo,-18.933,47.4354,18.04,94,75,1.03,MG,1651974208
479,Marysville,48.0518,-122.1771,9.41,87,100,4.63,US,1651974208
480,Seoul,37.5683,126.9778,16.76,34,0,6.17,KR,1651974209
481,Teocaltiche,21.4333,-102.5833,28.24,14,57,5.97,MX,1651974210
482,Verkhnetulomskiy,68.6073,31.7962,1.07,73,31,7.25,RU,1651974211
483,Ginir,7.1333,40.7,14.31,80,89,0.54,ET,1651974212
484,Sur,22.5667,59.5289,29.27,57,0,2.19,OM,1651974213
485,Sohag,26.557,31.6948,22.63,17,11,2.97,EG,1651974213
486,Māngrol,21.1167,70.1167,27.83,72,0,6.91,IN,1651974214
487,Yate,51.5407,-2.4184,13.46,89,100,0.89,GB,1651974215
488,Triolet,-20.0547,57.5453,24.59,73,15,0.89,MU,1651974215
489,Miyako,39.6367,141.9525,15.55,38,98,3.82,JP,1651974216
490,Vulcan,45.3833,23.2667,5.82,72,100,1.19,RO,1651974217
491,Damietta,31.4165,31.8133,18.72,59,100,2.8,EG,1651974217
492,Muhos,64.808,25.9931,-0.12,87,21,1.85,FI,1651974218
493,Gambēla,8.25,34.5833,22.94,83,90,1.79,ET,1651974219
494,La Ronge,55.1001,-105.2842,11.12,66,100,4.63,CA,1651974219
495,Champerico,14.3,-91.9167,29.21,75,70,4.2,GT,1651974220
496,Bǝrdǝ,40.3744,47.1267,13.22,88,100,3.39,AZ,1651974221
497,Collie,-33.3667,116.15,20.56,30,40,1.19,AU,1651974221
498,Praia,14.9215,-23.5087,22.3,73,20,7.2,CV,1651974222
499,Ancud,-41.8697,-73.8203,13.6,91,100,10.49,CL,1651974223
500,Avera,33.194,-82.5271,17.53,68,1,4.43,US,1651974223
501,Kingston,17.997,-76.7936,26.53,82,20,6.17,JM,1651974180
502,Rosario,-32.9468,-60.6393,19.41,80,12,1.79,AR,1651974224
503,Okhotsk,59.3833,143.3,5.91,61,3,6.69,RU,1651974225
504,Ondjiva,-17.0667,15.7333,15.69,44,3,1.92,AO,1651974225
505,Dromolaxia,34.8761,33.586,18.32,39,0,4.63,CY,1651974226
506,Nicoya,10.1483,-85.452,26.34,86,99,1.47,CR,1651973930
507,Manuk Mangkaw,4.8,119.85,29.18,72,100,4.52,PH,1651974227
508,Boddam,57.4667,-1.7833,6.21,85,100,5.64,GB,1651974227
509,Terrace,54.5163,-128.6035,10.95,43,75,2.57,CA,1651974228
510,North Platte,41.1239,-100.7654,22.99,65,94,8.05,US,1651974229
511,Desaguadero,-16.5656,-69.0417,7.25,63,95,3.01,PE,1651974229
512,Walvis Bay,-22.9575,14.5053,11.72,93,0,2.57,NA,1651974230
513,Ndago,-4.6,34.35,15.5,77,31,2.42,TZ,1651974231
514,Ossora,59.2353,163.0719,2.61,77,76,9.52,RU,1651974231
515,San Joaquin,37.9333,-121.3011,21.4,40,0,8.23,US,1651974232
516,San Quintín,30.4833,-115.95,16.45,82,32,6.27,MX,1651974232
517,Morondava,-20.2833,44.2833,23.04,82,0,3.24,MG,1651974233
518,Pisco,-13.7,-76.2167,19.03,82,0,3.6,PE,1651974234
519,Dingle,10.9995,122.6711,30.89,64,98,6.68,PH,1651974234
520,Podolínec,49.2587,20.536,11.25,86,97,0.84,SK,1651974235
521,Praia da Vitória,38.7333,-27.0667,14.86,100,40,0.09,PT,1651974235
522,Beringovskiy,63.05,179.3167,1.18,96,100,2.75,RU,1651974236
523,Miraflores,19.2167,-98.8083,24.93,49,61,1.48,MX,1651974237
524,Mahanoro,-19.9,48.8,22.26,93,12,1.25,MG,1651974237
525,Solnechnyy,50.7214,136.6319,7.05,54,100,6.55,RU,1651974238
526,Yerbogachën,61.2767,108.0108,2.07,65,85,7.62,RU,1651974239
527,Truth or Consequences,33.1284,-107.2528,32.13,5,0,9.26,US,1651974239
528,Seddon,-37.8068,144.8916,16.01,76,100,4.63,AU,1651974240
529,Lieksa,63.3167,30.0167,-0.33,91,72,3.3,FI,1651973678
530,Lapua,62.9693,23.0088,1.38,73,20,3.0,FI,1651974241
531,Debre Sīna,9.85,39.7667,12.35,59,94,1.22,ET,1651974242
532,Mathathane,-22.2687,28.7495,17.98,40,9,1.04,BW,1651974242
533,Shimoda,34.6667,138.95,21.2,66,84,6.53,JP,1651974243
534,Zvishavane,-20.3267,30.0665,16.11,61,19,0.29,ZW,1651974244
535,Non Sang,16.8687,102.5664,25.07,87,100,3.41,TH,1651974245
536,Harper,4.375,-7.7169,26.59,84,100,2.91,LR,1651974245
537,West Bay,19.3667,-81.4167,28.37,81,20,3.6,KY,1651974148
538,Harihar,14.5167,75.8,25.97,68,37,2.68,IN,1651974246
539,Chumikan,54.7183,135.315,7.38,60,0,5.73,RU,1651974247
540,Mérida,20.9667,-89.6167,28.34,78,75,5.66,MX,1651974247
541,Pombas,17.1503,-25.0201,20.88,78,24,6.89,CV,1651974248
542,Raseiniai,55.3736,23.1217,6.41,95,38,2.2,LT,1651974249
